day_of_year,heating,cooling,fans,heat_recovery,heat_rejection,interior_lighting,exterior_lighting,interior_equipment,refrigeration,pumps,water_systems,time_of_shed
121,1450.3392320341538,114887.03689086848,179134.87556569144,0.0,696.0557976418032,227822.5818576577,0.0,332144.573466495,3717.519387247775,11773.880307995485,137290.22627895285,10.5
122,11360.059016358271,40352.77248094391,168211.9111845268,0.0,426.7748963703031,170519.97919924668,0.0,275956.299983215,3544.2829278912886,10199.904344748917,130175.72584566745,10.0
123,2372.56598532687,110287.20438287167,177006.68728667987,0.0,727.4329583983192,225128.31364741147,0.0,329419.76596293936,3684.812335739573,11591.45934551651,135556.95594013692,10.25
124,7747.040208405533,50842.75676271689,173637.32574575994,0.0,610.8709008327869,117557.59195655456,0.0,218417.55922508365,3683.6808630458595,10653.268067504123,92670.07596967254,10.25
125,13874.919658243965,49777.02836752091,163762.43139798014,0.0,537.0020124050756,112753.78071037015,0.0,159666.07853940394,3580.184071215473,10290.449246751945,36832.799386076316,9.0
126,41328.576817972345,14271.684254222533,156879.4514225108,0.0,105.79456053005424,94602.02318301881,28336.6852659122,179900.85004242748,3389.824591371121,9054.586827371724,37975.804712489706,3.75
127,3299.861944678898,92368.68701228024,173360.79472425356,0.0,653.1418067627162,220874.59794997852,0.0,323310.14278728236,3616.2209638045338,11238.669985228795,132751.6716820261,10.25
128,4421.742236145034,99566.87160492671,177962.21481034017,0.0,773.2523540832616,216741.14753517372,0.0,324086.6609081718,3721.2179050874056,11523.516311889089,130208.29550348416,9.0
129,3912.76969321359,92765.97662111162,178190.41095156263,0.0,625.0208563277735,172093.73516949828,0.0,284603.14381726074,3735.245531218268,11468.480442289188,130844.57021689462,9.0
130,682.855456734836,144579.5530305053,176946.05918556525,0.0,942.66809795474,223786.67089550852,0.0,327541.6234258502,3682.9232940064176,11792.764380767181,134333.8618268385,10.25
131,640.2165129080574,129432.71258395855,177333.8369473601,0.0,764.4015162920496,118794.89045627754,0.0,215775.60464353435,3864.9098219271214,11555.103476991551,90906.5295171881,9.75
132,29901.28025637804,12741.157481296374,154171.2669077444,0.0,100.65984379187954,46102.42838477938,45838.849273885404,81894.752783684,3328.1234701960384,9195.331346972975,13411.41049353929,1.75
133,10687.705587244718,54712.17551282073,178220.48349940986,0.0,542.145377032688,227488.79992497934,0.0,334173.29215484,3740.7214973679297,10973.970444390638,136451.87249898116,10.0
134,5935.77019650629,72037.29584845815,175323.89206764245,0.0,599.3439336954684,223174.4926908095,0.0,327828.721718159,3669.778410781943,11068.443788342742,133686.75006795584,10.0
135,1716.259663858119,116888.18496341839,178386.10003924763,0.0,669.3069142089247,223615.53228025296,0.0,329954.42594229843,3705.6116946191787,11752.546087896699,134006.96979136384,9.75
136,27159.049552046454,14822.786447641467,154087.25112049174,0.0,108.74135671940091,69607.27621686464,36316.83103219776,157054.06357750305,3328.3334786452588,9293.777049778406,29701.6108807654,3.0
137,7052.847697072275,65816.96013838857,176427.53198687403,0.0,569.3430928486873,226018.18246768825,0.0,330616.5650005241,3699.190503619515,11014.818488041403,135250.9007351586,10.25
138,14120.524511377072,45256.94612309534,173541.03306528262,0.0,567.6652404340055,116199.96615479086,0.0,206234.66026167478,3709.6725682430642,10693.948571022882,84917.18321680586,9.0
139,48848.54596123447,9626.461021400282,154738.4801288374,0.0,63.39407651211939,48101.157145104546,42694.57627136092,85816.59583140664,3320.830235031951,9166.529654222773,14281.655181263968,2.5
140,1901.5638642440001,106918.27033690245,176736.87941492032,0.0,676.7592462434461,223649.0710658135,0.0,328456.61640298495,3676.980474176017,11486.717804904385,133529.53442633623,10.0
141,13507.958721918902,49114.04220802679,178503.11115498337,0.0,540.2578477271085,227790.09527699568,0.0,334688.74008320103,3748.8379662214084,10881.882930808697,136051.07389150382,10.0
142,38358.11167480528,16032.64156108533,162725.74730221447,0.0,196.38168056185793,86420.24622879343,35947.2913480105,173515.6667231201,3492.369697358887,9860.287165202424,30478.999448737202,3.0
143,9879.73323247067,43166.75757659868,173132.7175291056,0.0,460.1545082812731,175743.64746618125,0.0,284426.8557199334,3651.508586990502,10465.163209319553,132617.8072822538,10.0
144,5275.199967416414,69685.9067440333,178437.1491821158,0.0,574.5154943863137,227469.7836094392,0.0,334280.5319945848,3745.3568251743422,11063.736994331255,135606.49736767454,10.0
145,20819.979911054812,25364.674614720567,173778.96410255533,0.0,333.10421486995244,116800.35689612801,0.0,207276.56831035943,3731.271899497401,10305.592654348857,85040.66471611787,9.0
146,5858.255590995011,75727.56096975291,164096.473715813,0.0,729.0680177044525,112550.28446979752,0.0,159432.80766326602,3577.176829135126,10508.856283097122,36394.19259570691,9.0
147,190.0696761010863,217221.27200467576,178942.23128837222,0.0,1467.344340869841,225516.86786303433,0.0,330082.3208463154,4049.2000859888985,12144.104890554385,134219.06554172857,10.25
148,348.16969448506154,171503.6598092838,172042.23439699918,0.0,1374.6468604160286,207735.17176395742,0.0,310567.6334885075,3735.9553001192016,11521.764930241436,123636.72496774758,9.0
149,4000.0636023429074,80880.41170915746,177224.39580302665,0.0,649.8434021637662,225041.80925648104,0.0,330682.1785061025,3701.555241394409,11393.391163906492,134000.6279488263,10.0
150,3441.1761424759,82193.37580116138,176287.937226891,0.0,634.5767319869568,177759.4060965841,0.0,287717.4634127815,3693.3028437681073,11181.586270892236,133668.52505609422,10.0
151,34190.00983107011,13683.296075781656,156074.72929974884,0.0,86.72629323096558,75433.87016638517,43016.330651558455,158592.0022138361,3336.630529830486,9513.758072708177,23227.566850136303,2.25
152,808.0552603506117,141719.37741929482,180052.0680079863,0.0,1096.6371700567802,119841.37638214458,0.0,214195.2819848268,4028.8333478114114,11776.828365067438,88517.78330187651,9.25
153,1492.7019671794092,137905.52659745683,177284.54517287412,0.0,1106.2391638894178,121831.76984517965,0.0,173291.81912799468,4101.130039201888,11712.298355685794,39634.11227207598,9.25
154,768.2297154694685,132581.22950981295,180691.91740980538,0.0,858.6051852400886,223997.4687964796,0.0,332118.3013911674,3750.740989777519,11875.840035869915,133251.21107560958,9.5
155,3476.8075253213988,104784.55951942556,183811.5683504161,0.0,680.425310425642,226108.3591377311,0.0,336559.66721069824,3823.917667832407,11969.679790436245,134493.72367712713,9.25
156,5337.203919925469,92042.57824946659,181055.50272157014,0.0,666.6231056047751,220291.26638020575,0.0,329456.29669459973,3781.3554378033164,11676.422163996314,130651.13418288875,9.0
157,3296.525938392432,87880.84063374418,181888.74010648037,0.0,646.4325230814954,182317.78821179536,0.0,296444.0217127195,3815.716691267392,11600.217018754303,136785.60631752622,9.75
158,1805.1574983670664,124330.975151603,180463.8440772883,0.0,849.7722799860582,218496.1154402189,0.0,326827.49248168594,3755.497086194327,11804.250828751772,129394.31253260183,9.0
159,5636.46762001448,76064.12630003098,178415.96155679776,0.0,740.3438658979704,116656.4536014561,0.0,205992.17661236488,3768.144301126859,11139.469600702352,82893.34206244598,8.75
160,5718.8169081239175,71326.01148950082,176657.93399372112,0.0,621.0271641968627,117704.70121056489,0.0,166637.3693641461,3733.0811180276746,11053.334615288446,37778.77129788635,9.0
161,1006.5105743634609,148012.83342167028,183510.81111564345,0.0,1029.2932389568412,226647.74702564086,0.0,335756.2376742722,3803.651912635318,12069.674564061843,134409.25956750935,9.5
162,177.28736314855803,219350.61525192956,184990.14026190116,0.0,1600.895110242966,232275.4192678733,0.0,339797.8275510002,4117.110163659259,12525.695435165662,137370.51060033252,10.25
163,874.5285660763117,163988.98325066696,183238.39635861688,0.0,1050.091974038416,222759.49687995593,0.0,339521.2566645296,3872.271954107371,12181.970227083546,142141.75646967115,9.0
164,16913.537353967742,27802.172471093047,171749.19059002437,0.0,315.6369284319764,106942.8072411895,9193.892487624806,205605.7958206875,3721.260960354666,10244.512421967103,79374.0683981925,5.25
165,452.0741384470646,128904.90533851745,182767.01968320637,0.0,812.3570600031859,219104.0432363965,0.0,319362.9343979138,3809.0870772676417,12169.482159582998,129015.822627873,12.75
166,24866.13775824473,15399.872252788891,166132.90486170558,0.0,149.6904580896852,58994.03470323151,43210.65755445007,140529.26263739888,3582.2060462056506,10088.87386642012,17676.331769755714,2.5
167,3010.2061775651764,99336.96832495996,180428.57334596262,0.0,688.0943738479364,136541.491454263,0.0,280940.80381292896,3848.0210002996923,11464.134862887517,126266.25272344617,9.0
168,2064.8004482456063,121792.61932758533,181816.57072197,0.0,923.5176315870401,223218.4162192167,0.0,340856.8417194748,3793.3927327080437,11749.343909465233,142077.32059473338,9.0
169,6668.447201395458,79442.69748440031,179868.90450956792,0.0,641.6130446182489,229463.05208110187,0.0,345672.64812347374,3768.2009500942213,11275.322324917586,142336.68349409685,9.75
170,5880.98945958162,85455.41303546325,178437.41483097826,0.0,636.5072601580457,227069.40032800112,0.0,342136.61230704584,3731.8316874067236,11296.366997840076,140785.32281292384,9.75
171,3586.913658185447,91149.77564712155,182157.02690038874,0.0,669.208244782731,184588.9986478128,0.0,306952.9279031487,3819.063049193154,11568.058280901363,144372.2500570638,9.75
172,390.5504206358681,195869.2040394637,187372.1155265913,0.0,1280.454823575111,235451.0243293082,0.0,354828.53568379383,4079.5464567233716,12561.757743103337,146055.1105700951,9.75
173,295.19044630873134,241043.6412713512,185253.93215450543,0.0,1245.9842256166382,137111.13068937018,0.0,284968.2491190779,4513.366869387441,12377.654645737703,132827.4793851877,9.0
174,522.876595137527,169513.2838772583,180189.69435451052,0.0,1196.6839312961067,135234.39492195917,0.0,277863.30112151796,3978.4907271896172,11806.488201113227,124670.33114431452,9.0
175,2027.5156252912723,126089.71801977477,180591.43946961238,0.0,1019.2432177266651,221341.20324076168,0.0,338136.14928937634,3766.2738702426795,11671.307732064115,140532.47374362973,9.0
176,1849.5264401829743,132174.7410756702,183972.81454204174,0.0,815.7612046760642,224266.45036098792,0.0,342658.73986661737,3816.3275544049125,12059.853161981204,142531.02631158105,9.0
177,2288.4717080220225,113846.6328204909,185014.7714251693,0.0,844.0424540219569,229845.00663070678,0.0,349257.5270692033,3860.079135593039,11999.385539107807,144670.52329897846,9.25
178,5003.655274863382,92711.34220119115,179330.3399141115,0.0,661.0696714417115,162263.46541383406,0.0,278826.99583674374,3767.779561650578,11330.662816144646,133305.20202183563,8.0
179,22255.07347946182,18382.951652246375,160437.69632379367,0.0,207.3023217351495,75637.74547964655,47504.963539660814,159311.65292164063,3449.3096078466947,9863.612473291814,17742.749498276255,2.0
180,9132.98113824753,46080.75458087286,165469.8657594776,0.0,584.7679771170881,81604.47867468913,12073.753474739437,173087.187107627,3603.313021068428,10130.423495551328,60659.990283065636,5.0
181,6878.245532934958,47245.65124684504,167324.974717823,0.0,650.5737586252618,60004.53695144411,34771.99065179666,170455.7313937764,3725.1856327282017,10607.804964068584,28398.984128656288,19.5
182,1151.6786863786726,129613.6312672076,178613.86957385196,0.0,1095.615001028159,228391.99184844387,0.0,342419.5079731711,3721.7389890430104,11660.742829524292,139713.0340250273,10.0
183,17415.699728417254,21644.14361017397,162455.33585979158,0.0,305.58723083681997,76399.42521802298,48075.20150060496,161087.06943306062,3490.764776914177,10028.612841093465,17849.610788272625,2.0
184,12320.920090437234,24297.70222808925,161178.68664474922,0.0,303.23550513515636,72097.7833026062,47874.50322384809,156601.5643486777,3476.14441167386,10070.047884231366,16576.51674010141,1.5
185,24242.888705311583,18151.46848645796,160305.79229216278,0.0,171.25166536315126,64514.699420052064,47600.53414764028,148462.0214112709,3456.187101058355,9947.140998147897,16285.95216026508,1.5
186,6969.441158312785,30875.31193203344,163316.46846188963,0.0,529.9162407946272,65460.78092685422,48838.10457262576,151686.28118816705,3539.9752908875216,10312.23925340685,16384.847464445636,0.0
187,8632.694371039272,24272.69740198491,170044.11756819146,0.0,502.0464111224743,58546.01063964155,50690.65047230974,141243.6726048438,3680.6400851234353,10523.803554373282,15035.865063098927,2.0
188,20786.531962911144,19482.146223893604,169272.02601189466,0.0,233.0306059226579,58178.71129044931,50384.82452677543,139370.09515206347,3658.234476988138,10558.397529653126,14625.9810999015,2.0
189,897.1644860452938,106307.95989960263,175797.91582100902,0.0,931.8608862542774,95801.8064794409,32676.50345620816,206541.87647879997,3941.058448480689,11529.234270793704,36107.137220647775,19.0
190,7358.6597870023315,30628.40463111352,167230.1903166129,0.0,371.2734352820636,69646.50720485211,49961.12816473314,158260.03973612696,3627.6460988992626,10613.72984326864,16651.62661490487,0.25
191,1908.6220734260007,100526.27931223677,176316.43442341627,0.0,1045.0980234778804,110183.04329289164,20054.46730153056,221686.87724671664,3884.43451095537,11564.589961841266,50649.1363968619,18.0
192,17795.983728633015,22066.399214761735,169220.9847624562,0.0,374.268123946344,69152.39366256485,50270.13979720008,158362.07563490415,3650.0895090570725,10477.8838243682,17761.631358346713,1.75
193,3808.7114921854222,57685.56156573188,174651.99072332215,0.0,812.7679160483888,87607.00847743274,42973.85850327978,195765.3602876645,3851.2148050700257,11224.148072747375,27142.04173743386,19.75
194,1197.6534551320174,136102.4213592313,184694.0881463689,0.0,1130.9006421450256,140650.51722778406,0.0,295810.2888409002,3885.7587179242246,11773.23015002134,134045.8593954873,10.25
195,3863.1605258398163,97814.38353526479,182338.84159420017,0.0,854.5497997386025,141190.5017961373,0.0,293507.7421237175,3900.7340008849474,11365.485558900396,128506.0747078067,10.0
196,3024.7091556933747,117591.32822098011,175766.46717409877,0.0,1005.8431857101989,212708.7674667826,0.0,325913.2396113889,3672.241673237909,11322.115748595943,135206.93208955938,8.75
197,20590.331366054575,21770.706247648664,168007.1617327332,0.0,322.2096147921453,79143.29905421198,49744.50145331301,166773.04708722574,3611.946496336591,10382.892076798398,18418.48039262477,2.0
198,22112.033962033092,22277.629985458872,170820.5602587921,0.0,332.22820397595956,80350.93682002623,50547.29456034054,169480.08823052252,3670.2361191344967,10563.837480886063,18759.239183280195,2.0
199,19993.72412178851,20954.94138011862,171485.67882174283,0.0,394.96436754789073,75580.31839311325,44284.23405075274,168165.1947448324,3704.300119743735,10419.5981459778,25731.540638996743,2.75
200,20205.98964090007,22273.531044717005,171772.66587635165,0.0,335.0109452271889,81030.97241560069,50897.72012293192,170689.37017854984,3695.68888589394,10602.545904311663,19008.343823249466,2.0
201,9761.195821178335,24628.804706781815,168296.1406965093,0.0,609.678648628757,57848.667570654434,50069.4415204432,139541.17780401916,3635.537135245246,10398.776263116206,14854.376872952284,2.0
202,10654.256253208892,25967.798542677363,166843.6605962879,0.0,583.5206977530991,54429.56997307547,49728.57301864977,133213.00936854252,3610.7237985608767,10448.967519178033,13780.386032292954,1.0
203,14555.549827479768,25481.61177347199,167999.42512279534,0.0,373.3934203136658,71501.43701536932,49967.49953859844,159157.04239966365,3628.098624018465,10523.097593560271,16415.111542624596,1.0
204,16964.314461637186,25503.333269796713,171071.55293059917,0.0,402.94001337360726,76616.27517916274,50760.73558482802,166133.70246693984,3685.686957097189,10693.937078592055,17515.39363770694,1.5
205,3766.393399075924,69606.43393253813,179963.35855553974,0.0,817.2477082722213,99044.23960744978,33423.02076963657,213299.70900247747,3979.84101478896,11649.256120116619,37557.73979391406,19.0
206,9897.70422148483,37943.06985555865,177794.17664884374,0.0,544.555119789952,75753.43548470383,44116.55386462415,190169.5618372037,3931.2875461039625,11136.697225132642,28175.147603669728,19.75
207,25618.970936179358,21025.37235303485,172264.72324990676,0.0,303.8434010040341,78803.54020943798,50993.29073091138,168678.71459237576,3702.5670371726947,10658.384287870882,18055.081927025916,1.75
208,31151.158245341412,17452.339498496134,171971.13680716048,0.0,193.4809340445114,57091.07498040851,50983.73367011344,139178.75074685624,3701.7752225913714,10667.284634337702,14437.742547934966,1.5
209,2163.4900909095395,108262.32319147333,181369.28328908075,0.0,814.8327338030708,139619.09247684712,0.0,292984.959709619,3869.132825780015,11519.863540615619,125422.86257118334,10.75
210,26241.374855535214,18517.896830309845,170891.3482521357,0.0,271.5842914926993,85664.3714594606,47288.336828240695,174332.89868279803,3677.227606402197,10392.538288293244,22556.298230862474,2.5
211,12064.475452813604,38345.07076345721,177731.1503677581,0.0,470.1579706403922,89201.27889773929,44028.150498560244,199387.6273451388,3921.344180380823,11267.901240440526,27571.275219484927,19.75
212,1793.8378746130813,119045.03233583458,190141.7330768031,0.0,873.0954472009105,245574.32162941378,0.0,365176.540150688,3967.5963488873667,12286.32503927163,146917.00642651925,11.0
213,1440.7709740130454,118166.7603426258,192214.797183734,0.0,891.8553710665145,197720.08056571285,0.0,323439.4702724265,4027.9889099760985,12239.067590985862,148005.85239920032,11.0
214,250.16791162894089,194775.42605104428,189343.94779426785,0.0,1441.98865518111,242449.4735857296,0.0,360229.31043234473,4094.1391221198883,12754.191966545928,144686.8227108572,10.75
215,4940.350876652894,45536.749017667185,179231.79658954433,0.0,537.6066928322383,60772.30243773128,47482.430172538145,175957.99304184684,3961.5623964491087,11299.594491461494,26375.15067531931,19.75
216,1687.6392758096297,117005.44696230521,182481.84125443554,0.0,866.110650845745,140640.97144417168,0.0,294171.0959040609,3887.216301485112,11679.004078488171,126954.96369432528,10.5
217,5445.574399079025,59249.033054614854,179556.05451374577,0.0,618.184838875236,98706.77593134058,37132.68794557683,212935.9771816109,3977.279326326899,11550.974659797517,37102.74268407763,19.0
218,9516.58229031044,46672.41272560794,178901.45413611343,0.0,557.2433752507362,98484.6853871456,37335.688267649464,212511.42521805325,3970.8929176098377,11410.637814753049,36889.459696687954,19.0
219,8650.954364382593,50913.37991089588,179823.10069988828,0.0,574.1755253133947,99153.0202973623,37135.962144319936,213696.82031858797,3988.648100222489,11511.382765245755,37133.59213944836,19.0
220,161.81630488853057,267376.0919462787,190235.3992470355,0.0,1420.6418842387873,177926.24341345154,0.0,287342.96713248367,4612.882848069497,13180.793171865234,130229.84958337911,13.0
221,2654.4688312072067,62277.1978615754,177976.40793439178,0.0,792.8738334017382,89290.52763418383,46811.21943020121,199429.979256584,3920.0907556964926,11480.583831361711,27697.92564411118,19.75
222,2839.2774112407583,54371.55209774936,179635.43423486286,0.0,682.861706192639,62553.23379964235,44037.97309478956,179562.41301404158,3975.826762282781,11364.404653358559,29852.699262229846,19.5
223,8131.135487307769,36010.03985363289,176511.0642125173,0.0,565.6053518318539,60178.38631556735,46952.00997615482,173592.04338427962,3922.482044616872,11096.41841460525,23768.398416278516,19.75
224,9213.634376377957,44699.575104892065,173308.88895936936,0.0,538.6859430879008,94763.33495971873,35809.91165336158,204519.1580900779,3825.1282853418857,10953.671468118671,35327.5043888391,19.0
225,1504.4233881483883,106577.9952367428,174239.41236575402,0.0,1183.2726487375235,128830.7543507314,6515.65549878299,233403.2619937835,3768.008699447827,11318.532325032174,73182.91894859806,16.75
226,13587.151266766854,27781.869266531656,166518.09465249398,0.0,464.6245094413617,71421.44513063696,49333.54783900131,158666.46401103848,3582.0996884992105,10445.690801011768,16308.734465919573,1.0
227,12452.839980157683,25223.710452304367,166621.7876132802,0.0,488.2558385091939,66976.40184208787,49413.19001231751,154119.6567917365,3587.886778381332,10346.928362345512,16852.079510733663,1.5
228,16621.922648061896,24001.924757560508,167757.69358665214,0.0,356.67089046452514,94055.3321478061,40072.77585837462,184517.13506032983,3631.5694194751914,10214.130169694216,33765.05988741296,3.25
229,567.7557129005985,165325.9445859434,183610.721625187,0.0,1199.8188491899184,122074.92351455455,0.0,232438.27889799848,4107.936609911248,12043.316059208137,95595.54296080707,10.75
230,4783.1706290974225,79208.48367399775,174391.80951977058,0.0,892.2532314580003,122468.83057284453,0.0,179881.1596547163,3808.5741635006166,10976.07586313574,41389.95236596482,10.5
231,28757.226657767987,18804.43362208797,167430.98971442957,0.0,252.77367341290568,62010.09893694591,49799.03211099363,135079.46254509364,3609.2057457453534,10037.423707784714,16559.641994522146,0.0
232,3059.3787747861065,93397.47396575435,186226.88469392416,0.0,912.0111434401183,239316.09223839492,0.0,348651.8295309974,3902.386105276853,11696.966656153916,139427.08483002207,10.25
233,3113.119775124935,103055.24581287862,182997.42539742557,0.0,1033.4954645904998,224701.48283590382,0.0,334594.5826155758,3844.5036248874067,11576.84497338276,130940.41391091597,9.0
234,3434.75728300458,48976.08462249147,170761.84535275376,0.0,555.3719061213028,73815.28297454305,38222.996127031496,191793.87368079924,3778.4686823237525,10662.62825970743,43790.87217943611,19.0
235,1451.357547370582,120515.43199283975,184552.58622702563,0.0,1097.2691110431717,236330.84208117862,0.0,344360.4235939731,3854.000731355388,11883.71538808767,137932.3174410217,10.25
236,1183.9394771655818,120321.47781835665,185782.90118911915,0.0,1126.0138751624027,124063.47278785288,0.0,236501.95144201157,3910.999048633597,11902.841910047158,97338.13042002912,10.75
237,4493.657962920849,81131.56194647541,174205.6102656824,0.0,804.651740577718,122257.36506581419,0.0,179550.16576689016,3800.8985165143044,10991.653685740059,41466.204012291375,10.5
238,1599.6962061231766,129667.29512900457,182489.6625483891,0.0,1206.3634616128857,233696.14688978714,0.0,340514.2428183446,3811.932862888593,11723.986197531072,136269.95123773144,10.25
239,1160.8678661584374,125517.00418381425,186742.60689599894,0.0,1205.0438727329781,239913.7485136445,0.0,348337.6265643464,3902.325417113835,11960.050524323948,139922.7193642005,10.5
240,202.6896550492106,209118.25971933984,183554.2320454288,0.0,1603.8387891410207,232370.95337942257,0.0,337467.31834787905,3975.217738768241,12462.684905227266,135737.12108304226,10.5
241,475.0180431855015,119560.98271115408,181279.31193442823,0.0,883.4177565126789,176966.1601884135,0.0,294770.1127052826,3798.8933597718933,11433.706081017212,136533.8067026597,10.75
242,749.5256344457484,160709.95309799473,184800.38607498427,0.0,1273.4884863697057,235767.06738584206,0.0,341590.9571267958,3890.718240585179,12226.063044280452,137459.9004597823,10.75
